kind,pattern,phase,domain,model,lift,occurrences,doc_prevalence,cell_pass,bootstrap_ci_lo,bootstrap_ci_hi,replicated_pattern
ngram,such as,discovery,abstracts,mistral-chat,3.6127,18,0.2143,True,,,False
ngram,such as,discovery,abstracts,mpt-chat,2.2335,7,0.1,False,,,False
ngram,such as,discovery,books,chatgpt,0.4598,2,0.0286,False,,,False
ngram,such as,discovery,books,mistral-chat,0.0827,0,0.0,False,,,False
ngram,such as,discovery,books,mpt-chat,0.4744,1,0.0143,False,,,False
ngram,such as,discovery,news,chatgpt,3.4434,29,0.3,True,,,False
ngram,such as,discovery,news,mistral-chat,4.7922,27,0.2286,True,,,False
ngram,such as,discovery,news,mpt-chat,2.4619,10,0.1143,True,,,False
ngram,such as,discovery,recipes,chatgpt,1.2114,8,0.1143,False,,,False
ngram,such as,discovery,recipes,mistral-chat,1.7738,9,0.1,False,,,False
ngram,such as,discovery,recipes,mpt-chat,0.6386,3,0.0429,False,,,False
ngram,such as,discovery,wiki,chatgpt,1.7161,53,0.5,True,,,False
ngram,such as,discovery,wiki,mistral-chat,1.1062,23,0.2143,False,,,False
ngram,such as,discovery,wiki,mpt-chat,1.8302,34,0.3,True,,,False
ngram,such as,validation,abstracts,gpt4,1.2113,13,0.1857,False,,,False
ngram,such as,validation,abstracts,llama-chat,1.5758,36,0.4143,True,,,False
ngram,such as,validation,abstracts,cohere-chat,1.2252,18,0.1714,False,,,False
ngram,such as,validation,books,gpt4,0.6191,1,0.0143,False,,,False
ngram,such as,validation,books,llama-chat,0.5449,1,0.0143,False,,,False
ngram,such as,validation,books,cohere-chat,1.1354,2,0.0143,False,,,False
ngram,such as,validation,news,gpt4,0.6782,13,0.1429,False,,,False
ngram,such as,validation,news,llama-chat,1.6039,26,0.2571,True,,,False
ngram,such as,validation,news,cohere-chat,0.8733,10,0.1286,False,,,False
ngram,such as,validation,recipes,gpt4,0.3261,2,0.0286,False,,,False
ngram,such as,validation,recipes,llama-chat,4.6189,29,0.3,True,,,False
ngram,such as,validation,recipes,cohere-chat,1.3223,6,0.0571,False,,,False
ngram,such as,validation,wiki,gpt4,2.1446,30,0.3,True,,,False
ngram,such as,validation,wiki,llama-chat,4.2821,48,0.4143,True,,,False
ngram,such as,validation,wiki,cohere-chat,1.74,14,0.1429,True,,,False
within_sentence,<X> a <X> of,discovery,abstracts,chatgpt,1.4357,30,0.3429,False,0.7918,2.6614,True
within_sentence,<X> a <X> of,discovery,abstracts,mistral-chat,2.2046,49,0.5,True,1.3676,3.7575,True
within_sentence,<X> a <X> of,discovery,abstracts,mpt-chat,1.7999,26,0.3429,True,1.0607,3.2914,True
within_sentence,<X> a <X> of,discovery,books,chatgpt,4.1119,63,0.6,True,2.7606,6.3874,True
within_sentence,<X> a <X> of,discovery,books,mistral-chat,2.7085,46,0.5,True,1.7563,4.1401,True
within_sentence,<X> a <X> of,discovery,books,mpt-chat,1.7263,15,0.2,True,0.8951,3.0987,True
within_sentence,<X> a <X> of,discovery,news,chatgpt,0.8497,29,0.3286,False,0.5495,1.3811,True
within_sentence,<X> a <X> of,discovery,news,mistral-chat,1.3115,30,0.3,False,0.7395,2.179,True
within_sentence,<X> a <X> of,discovery,news,mpt-chat,1.6489,28,0.3143,True,0.9861,2.7102,True
within_sentence,<X> a <X> of,discovery,recipes,chatgpt,0.6151,23,0.2429,False,0.3347,1.0391,True
within_sentence,<X> a <X> of,discovery,recipes,mistral-chat,0.3601,10,0.1143,False,0.1498,0.6657,True
within_sentence,<X> a <X> of,discovery,recipes,mpt-chat,0.3854,11,0.1143,False,0.1473,0.7368,True
within_sentence,<X> a <X> of,discovery,wiki,chatgpt,1.2753,42,0.4429,False,0.7572,2.5483,True
within_sentence,<X> a <X> of,discovery,wiki,mistral-chat,1.8274,41,0.4,True,0.9634,4.2891,True
within_sentence,<X> a <X> of,discovery,wiki,mpt-chat,1.6129,32,0.3429,True,0.9108,3.203,True
within_sentence,<X> a <X> of,validation,abstracts,gpt4,2.916,32,0.4143,True,1.8243,5.52,True
within_sentence,<X> a <X> of,validation,abstracts,llama-chat,3.605,83,0.6714,True,2.23,6.7851,True
within_sentence,<X> a <X> of,validation,abstracts,cohere-chat,2.3511,35,0.3429,True,1.4099,4.1739,True
within_sentence,<X> a <X> of,validation,books,gpt4,1.8403,46,0.4714,True,1.1801,3.0972,True
within_sentence,<X> a <X> of,validation,books,llama-chat,1.6893,48,0.4714,True,1.0874,2.7892,True
within_sentence,<X> a <X> of,validation,books,cohere-chat,1.938,44,0.4143,True,1.1628,3.4584,True
within_sentence,<X> a <X> of,validation,news,gpt4,1.5044,38,0.4,True,0.8864,2.609,True
within_sentence,<X> a <X> of,validation,news,llama-chat,2.0477,43,0.5143,True,1.3431,3.3907,True
within_sentence,<X> a <X> of,validation,news,cohere-chat,1.2614,19,0.2143,False,0.6468,2.4463,True
within_sentence,<X> a <X> of,validation,recipes,gpt4,0.4365,14,0.1429,False,0.1853,0.8364,True
within_sentence,<X> a <X> of,validation,recipes,llama-chat,0.6685,18,0.2,False,0.3297,1.2468,True
within_sentence,<X> a <X> of,validation,recipes,cohere-chat,0.446,9,0.1143,False,0.1682,0.8933,True
within_sentence,<X> a <X> of,validation,wiki,gpt4,1.207,51,0.4429,False,0.702,2.2219,True
within_sentence,<X> a <X> of,validation,wiki,llama-chat,1.3979,47,0.4143,False,0.8024,2.6626,True
within_sentence,<X> a <X> of,validation,wiki,cohere-chat,1.06,26,0.2714,False,0.5621,1.9445,True
within_sentence,<X> a <X> of <X>,discovery,abstracts,chatgpt,1.4949,19,0.2429,False,0.69,3.552,True
within_sentence,<X> a <X> of <X>,discovery,abstracts,mistral-chat,1.9221,26,0.3571,True,1.0299,4.0284,True
within_sentence,<X> a <X> of <X>,discovery,abstracts,mpt-chat,1.4933,13,0.1857,False,0.6952,3.3751,True
within_sentence,<X> a <X> of <X>,discovery,books,chatgpt,5.4291,55,0.5143,True,3.3829,9.4106,True
within_sentence,<X> a <X> of <X>,discovery,books,mistral-chat,4.0036,45,0.5,True,2.43,6.931,True
within_sentence,<X> a <X> of <X>,discovery,books,mpt-chat,2.4395,14,0.1857,True,1.1723,4.8752,True
within_sentence,<X> a <X> of <X>,discovery,news,chatgpt,1.1089,24,0.2571,False,0.5683,2.021,True
within_sentence,<X> a <X> of <X>,discovery,news,mistral-chat,1.7231,25,0.2429,True,0.8905,3.3162,True
within_sentence,<X> a <X> of <X>,discovery,news,mpt-chat,2.1365,23,0.2857,True,1.2799,3.5337,True
within_sentence,<X> a <X> of <X>,discovery,recipes,chatgpt,0.6084,18,0.2143,False,0.3038,1.0774,True
within_sentence,<X> a <X> of <X>,discovery,recipes,mistral-chat,0.2801,6,0.0714,False,0.0773,0.608,True
within_sentence,<X> a <X> of <X>,discovery,recipes,mpt-chat,0.3579,8,0.1,False,0.1342,0.6916,True
within_sentence,<X> a <X> of <X>,discovery,wiki,chatgpt,2.052,37,0.4286,True,1.1549,4.9836,True
within_sentence,<X> a <X> of <X>,discovery,wiki,mistral-chat,2.8505,35,0.3429,True,1.3469,8.2686,True
within_sentence,<X> a <X> of <X>,discovery,wiki,mpt-chat,2.0362,22,0.2714,True,0.9978,5.9445,True
within_sentence,<X> a <X> of <X>,validation,abstracts,gpt4,2.1854,15,0.2143,True,1.0376,5.8249,True
within_sentence,<X> a <X> of <X>,validation,abstracts,llama-chat,3.901,57,0.5429,True,2.0599,9.3667,True
within_sentence,<X> a <X> of <X>,validation,abstracts,cohere-chat,2.4458,23,0.2429,True,1.2567,6.0169,True
within_sentence,<X> a <X> of <X>,validation,books,gpt4,1.8002,40,0.4429,True,1.0917,3.0141,True
within_sentence,<X> a <X> of <X>,validation,books,llama-chat,1.7799,45,0.4286,True,1.0854,3.026,True
within_sentence,<X> a <X> of <X>,validation,books,cohere-chat,1.883,38,0.3714,True,1.0453,3.4847,True
within_sentence,<X> a <X> of <X>,validation,news,gpt4,2.3599,25,0.2857,True,1.2271,4.9478,True
within_sentence,<X> a <X> of <X>,validation,news,llama-chat,3.9579,35,0.4286,True,2.2191,8.3062,True
within_sentence,<X> a <X> of <X>,validation,news,cohere-chat,2.3747,15,0.1714,True,1.0199,5.5817,True
within_sentence,<X> a <X> of <X>,validation,recipes,gpt4,0.4734,12,0.1286,False,0.1913,0.9635,True
within_sentence,<X> a <X> of <X>,validation,recipes,llama-chat,0.7046,15,0.1571,False,0.3119,1.4271,True
within_sentence,<X> a <X> of <X>,validation,recipes,cohere-chat,0.443,7,0.0857,False,0.1597,0.896,True
within_sentence,<X> a <X> of <X>,validation,wiki,gpt4,1.6493,41,0.3857,True,0.8071,4.0477,True
within_sentence,<X> a <X> of <X>,validation,wiki,llama-chat,2.071,41,0.3857,True,1.0459,4.7491,True
within_sentence,<X> a <X> of <X>,validation,wiki,cohere-chat,1.1192,16,0.1571,False,0.4638,2.8614,True
within_sentence,<X> and <X> of,discovery,abstracts,chatgpt,2.1082,27,0.3143,True,,,False
within_sentence,<X> and <X> of,discovery,abstracts,mistral-chat,1.8496,25,0.3143,True,,,False
within_sentence,<X> and <X> of,discovery,abstracts,mpt-chat,2.1569,19,0.2429,True,,,False
within_sentence,<X> and <X> of,discovery,books,chatgpt,2.6594,29,0.3286,True,,,False
within_sentence,<X> and <X> of,discovery,books,mistral-chat,1.9867,24,0.3143,True,,,False
within_sentence,<X> and <X> of,discovery,books,mpt-chat,1.783,11,0.1286,True,,,False
within_sentence,<X> and <X> of,discovery,news,chatgpt,2.7944,31,0.3143,True,,,False
within_sentence,<X> and <X> of,discovery,news,mistral-chat,1.523,11,0.1286,True,,,False
within_sentence,<X> and <X> of,discovery,news,mpt-chat,1.6928,9,0.1,False,,,False
within_sentence,<X> and <X> of,discovery,recipes,chatgpt,0.1886,2,0.0286,False,,,False
within_sentence,<X> and <X> of,discovery,recipes,mistral-chat,0.4448,4,0.0429,False,,,False
within_sentence,<X> and <X> of,discovery,recipes,mpt-chat,0.4347,4,0.0571,False,,,False
within_sentence,<X> and <X> of,discovery,wiki,chatgpt,1.2974,79,0.5429,False,,,False
within_sentence,<X> and <X> of,discovery,wiki,mistral-chat,0.7065,29,0.3571,False,,,False
within_sentence,<X> and <X> of,discovery,wiki,mpt-chat,0.9582,35,0.3857,False,,,False
within_sentence,<X> and <X> of,validation,abstracts,gpt4,1.8573,34,0.3857,True,,,False
within_sentence,<X> and <X> of,validation,abstracts,llama-chat,1.8262,70,0.5,True,,,False
within_sentence,<X> and <X> of,validation,abstracts,cohere-chat,1.212,30,0.3143,False,,,False
within_sentence,<X> and <X> of,validation,books,gpt4,1.0259,24,0.2857,False,,,False
within_sentence,<X> and <X> of,validation,books,llama-chat,1.603,43,0.3857,True,,,False
within_sentence,<X> and <X> of,validation,books,cohere-chat,0.7142,15,0.1429,False,,,False
within_sentence,<X> and <X> of,validation,news,gpt4,0.5595,10,0.1429,False,,,False
within_sentence,<X> and <X> of,validation,news,llama-chat,1.2517,19,0.2,False,,,False
within_sentence,<X> and <X> of,validation,news,cohere-chat,0.838,9,0.1286,False,,,False
within_sentence,<X> and <X> of,validation,recipes,gpt4,0.1957,4,0.0571,False,,,False
within_sentence,<X> and <X> of,validation,recipes,llama-chat,0.0783,1,0.0143,False,,,False
within_sentence,<X> and <X> of,validation,recipes,cohere-chat,0.373,5,0.0571,False,,,False
within_sentence,<X> and <X> of,validation,wiki,gpt4,0.9024,38,0.3571,False,,,False
within_sentence,<X> and <X> of,validation,wiki,llama-chat,0.8682,29,0.2571,False,,,False
within_sentence,<X> and <X> of,validation,wiki,cohere-chat,0.9,22,0.2571,False,,,False
within_sentence,<X> and <X> that,discovery,abstracts,chatgpt,1.3416,7,0.1,False,,,False
within_sentence,<X> and <X> that,discovery,abstracts,mistral-chat,2.9617,17,0.2,True,,,False
within_sentence,<X> and <X> that,discovery,abstracts,mpt-chat,1.4195,5,0.0714,False,,,False
within_sentence,<X> and <X> that,discovery,books,chatgpt,4.24,41,0.4429,True,,,False
within_sentence,<X> and <X> that,discovery,books,mistral-chat,2.0678,22,0.2714,True,,,False
within_sentence,<X> and <X> that,discovery,books,mpt-chat,3.2508,18,0.2286,True,,,False
within_sentence,<X> and <X> that,discovery,news,chatgpt,3.9316,19,0.2286,True,,,False
within_sentence,<X> and <X> that,discovery,news,mistral-chat,3.4615,11,0.1,True,,,False
within_sentence,<X> and <X> that,discovery,news,mpt-chat,3.0374,7,0.0857,False,,,False
within_sentence,<X> and <X> that,discovery,recipes,chatgpt,0.1283,0,0.0,False,,,False
within_sentence,<X> and <X> that,discovery,recipes,mistral-chat,0.168,0,0.0,False,,,False
within_sentence,<X> and <X> that,discovery,recipes,mpt-chat,0.821,2,0.0286,False,,,False
within_sentence,<X> and <X> that,discovery,wiki,chatgpt,3.876,12,0.1143,True,,,False
within_sentence,<X> and <X> that,discovery,wiki,mistral-chat,4.7777,10,0.1143,True,,,False
within_sentence,<X> and <X> that,discovery,wiki,mpt-chat,6.4103,12,0.1143,True,,,False
within_sentence,<X> and <X> that,validation,abstracts,gpt4,7.4022,2,0.0286,False,,,False
within_sentence,<X> and <X> that,validation,abstracts,llama-chat,20.6586,14,0.2,True,,,False
within_sentence,<X> and <X> that,validation,abstracts,cohere-chat,16.3918,7,0.1,False,,,False
within_sentence,<X> and <X> that,validation,books,gpt4,2.0726,16,0.2143,True,,,False
within_sentence,<X> and <X> that,validation,books,llama-chat,3.814,34,0.4143,True,,,False
within_sentence,<X> and <X> that,validation,books,cohere-chat,2.5572,18,0.2,True,,,False
within_sentence,<X> and <X> that,validation,news,gpt4,1.6328,6,0.0857,False,,,False
within_sentence,<X> and <X> that,validation,news,llama-chat,4.0853,13,0.1714,True,,,False
within_sentence,<X> and <X> that,validation,news,cohere-chat,2.2872,5,0.0571,False,,,False
within_sentence,<X> and <X> that,validation,recipes,gpt4,0.1957,0,0.0,False,,,False
within_sentence,<X> and <X> that,validation,recipes,llama-chat,0.7046,1,0.0143,False,,,False
within_sentence,<X> and <X> that,validation,recipes,cohere-chat,1.5257,2,0.0286,False,,,False
within_sentence,<X> and <X> that,validation,wiki,gpt4,0.7894,9,0.1143,False,,,False
within_sentence,<X> and <X> that,validation,wiki,llama-chat,0.9913,9,0.0857,False,,,False
within_sentence,<X> and <X> that,validation,wiki,cohere-chat,0.78,5,0.0714,False,,,False
within_sentence,<X> and <X> to,discovery,abstracts,chatgpt,3.3187,23,0.2857,True,,,False
within_sentence,<X> and <X> to,discovery,abstracts,mistral-chat,2.2046,16,0.2,True,,,False
within_sentence,<X> and <X> to,discovery,abstracts,mpt-chat,3.1583,15,0.1714,True,,,False
within_sentence,<X> and <X> to,discovery,books,chatgpt,1.6972,39,0.3857,True,,,False
within_sentence,<X> and <X> to,discovery,books,mistral-chat,1.8745,48,0.5143,True,,,False
within_sentence,<X> and <X> to,discovery,books,mpt-chat,2.4757,33,0.3857,True,,,False
within_sentence,<X> and <X> to,discovery,news,chatgpt,2.8918,66,0.5714,True,,,False
within_sentence,<X> and <X> to,discovery,news,mistral-chat,3.0188,46,0.3571,True,,,False
within_sentence,<X> and <X> to,discovery,news,mpt-chat,2.6642,30,0.3571,True,,,False
within_sentence,<X> and <X> to,discovery,recipes,chatgpt,0.8612,70,0.5857,False,,,False
within_sentence,<X> and <X> to,discovery,recipes,mistral-chat,0.7922,49,0.4,False,,,False
within_sentence,<X> and <X> to,discovery,recipes,mpt-chat,1.1338,72,0.5,False,,,False
within_sentence,<X> and <X> to,discovery,wiki,chatgpt,3.4047,91,0.6857,True,,,False
within_sentence,<X> and <X> to,discovery,wiki,mistral-chat,1.8292,33,0.2714,True,,,False
within_sentence,<X> and <X> to,discovery,wiki,mpt-chat,1.7538,28,0.3286,True,,,False
within_sentence,<X> and <X> to,validation,abstracts,gpt4,2.847,12,0.1571,True,,,False
within_sentence,<X> and <X> to,validation,abstracts,llama-chat,3.233,29,0.3286,True,,,False
within_sentence,<X> and <X> to,validation,abstracts,cohere-chat,2.4377,14,0.1714,True,,,False
within_sentence,<X> and <X> to,validation,books,gpt4,0.4725,17,0.2286,False,,,False
within_sentence,<X> and <X> to,validation,books,llama-chat,1.1763,49,0.4857,False,,,False
within_sentence,<X> and <X> to,validation,books,cohere-chat,1.6193,54,0.4571,True,,,False
within_sentence,<X> and <X> to,validation,news,gpt4,1.3544,28,0.3429,False,,,False
within_sentence,<X> and <X> to,validation,news,llama-chat,3.3492,58,0.4857,True,,,False
within_sentence,<X> and <X> to,validation,news,cohere-chat,1.2195,15,0.1571,False,,,False
within_sentence,<X> and <X> to,validation,recipes,gpt4,0.6646,68,0.6143,False,,,False
within_sentence,<X> and <X> to,validation,recipes,llama-chat,0.5765,49,0.4857,False,,,False
within_sentence,<X> and <X> to,validation,recipes,cohere-chat,0.5826,38,0.3571,False,,,False
within_sentence,<X> and <X> to,validation,wiki,gpt4,0.7617,27,0.3,False,,,False
within_sentence,<X> and <X> to,validation,wiki,llama-chat,0.8174,23,0.2429,False,,,False
within_sentence,<X> and <X> to,validation,wiki,cohere-chat,0.7327,15,0.1714,False,,,False
within_sentence,<X> and <X> to <X>,discovery,abstracts,chatgpt,3.3934,21,0.2571,True,,,False
within_sentence,<X> and <X> to <X>,discovery,abstracts,mistral-chat,2.3146,15,0.1857,True,,,False
within_sentence,<X> and <X> to <X>,discovery,abstracts,mpt-chat,3.3021,14,0.1571,True,,,False
within_sentence,<X> and <X> to <X>,discovery,books,chatgpt,1.6646,31,0.3286,True,,,False
within_sentence,<X> and <X> to <X>,discovery,books,mistral-chat,1.8301,38,0.4286,True,,,False
within_sentence,<X> and <X> to <X>,discovery,books,mpt-chat,2.3177,25,0.3,True,,,False
within_sentence,<X> and <X> to <X>,discovery,news,chatgpt,2.2404,49,0.4571,True,,,False
within_sentence,<X> and <X> to <X>,discovery,news,mistral-chat,2.4663,36,0.3143,True,,,False
within_sentence,<X> and <X> to <X>,discovery,news,mpt-chat,2.2274,24,0.2857,True,,,False
within_sentence,<X> and <X> to <X>,discovery,recipes,chatgpt,0.9011,55,0.4429,False,,,False
within_sentence,<X> and <X> to <X>,discovery,recipes,mistral-chat,0.9041,42,0.3714,False,,,False
within_sentence,<X> and <X> to <X>,discovery,recipes,mpt-chat,1.1328,54,0.4857,False,,,False
within_sentence,<X> and <X> to <X>,discovery,wiki,chatgpt,4.4723,62,0.5714,True,,,False
within_sentence,<X> and <X> to <X>,discovery,wiki,mistral-chat,2.9926,28,0.2571,True,,,False
within_sentence,<X> and <X> to <X>,discovery,wiki,mpt-chat,2.426,20,0.2429,True,,,False
within_sentence,<X> and <X> to <X>,validation,abstracts,gpt4,2.847,12,0.1571,True,,,False
within_sentence,<X> and <X> to <X>,validation,abstracts,llama-chat,3.233,29,0.3286,True,,,False
within_sentence,<X> and <X> to <X>,validation,abstracts,cohere-chat,2.2696,13,0.1571,True,,,False
within_sentence,<X> and <X> to <X>,validation,books,gpt4,0.5303,14,0.2,False,,,False
within_sentence,<X> and <X> to <X>,validation,books,llama-chat,1.1748,36,0.3714,False,,,False
within_sentence,<X> and <X> to <X>,validation,books,cohere-chat,1.9115,47,0.4571,True,,,False
within_sentence,<X> and <X> to <X>,validation,news,gpt4,1.5462,25,0.3143,True,,,False
within_sentence,<X> and <X> to <X>,validation,news,llama-chat,2.9583,40,0.3857,True,,,False
within_sentence,<X> and <X> to <X>,validation,news,cohere-chat,0.8532,8,0.1,False,,,False
within_sentence,<X> and <X> to <X>,validation,recipes,gpt4,0.8687,55,0.4714,False,,,False
within_sentence,<X> and <X> to <X>,validation,recipes,llama-chat,0.761,40,0.4571,False,,,False
within_sentence,<X> and <X> to <X>,validation,recipes,cohere-chat,0.5249,21,0.2143,False,,,False
within_sentence,<X> and <X> to <X>,validation,wiki,gpt4,0.6764,18,0.2,False,,,False
within_sentence,<X> and <X> to <X>,validation,wiki,llama-chat,0.7575,16,0.1714,False,,,False
within_sentence,<X> and <X> to <X>,validation,wiki,cohere-chat,0.78,12,0.1286,False,,,False
within_sentence,<X> for <X> and,discovery,abstracts,chatgpt,7.2446,13,0.1571,True,2.3086,48.125,True
within_sentence,<X> for <X> and,discovery,abstracts,mistral-chat,6.8543,13,0.1857,True,2.4243,42.032,True
within_sentence,<X> for <X> and,discovery,abstracts,mpt-chat,9.6786,12,0.1714,True,4.3919,52.7273,True
within_sentence,<X> for <X> and,discovery,books,chatgpt,1.7471,9,0.1286,False,0.7727,3.9763,True
within_sentence,<X> for <X> and,discovery,books,mistral-chat,2.3986,14,0.1714,True,0.9736,6.2881,True
within_sentence,<X> for <X> and,discovery,books,mpt-chat,2.0559,6,0.0857,False,0.6306,5.5896,True
within_sentence,<X> for <X> and,discovery,news,chatgpt,3.0208,39,0.4143,True,1.6185,6.3704,True
within_sentence,<X> for <X> and,discovery,news,mistral-chat,2.9114,25,0.2571,True,1.4184,6.4661,True
within_sentence,<X> for <X> and,discovery,news,mpt-chat,1.1521,7,0.1,False,0.4277,2.4998,True
within_sentence,<X> for <X> and,discovery,recipes,chatgpt,0.4581,2,0.0286,False,0.0589,3.0571,True
